1981-09-16T02:19:00.000Z 1981-09-16T09:10:00.000Z  154
1981-09-16T09:10:00.000Z 1981-09-16T16:01:00.000Z  155
1981-09-16T16:01:00.000Z 1981-09-16T22:52:00.000Z  156
1981-09-16T22:52:00.000Z 1981-09-17T05:43:00.000Z  157
1981-09-17T05:43:00.000Z 1981-09-17T12:33:00.000Z  158
1981-09-17T12:33:00.000Z 1981-09-17T19:24:00.000Z  159
1981-09-17T19:24:00.000Z 1981-09-18T02:15:00.000Z  160
1981-09-18T02:15:00.000Z 1981-09-18T09:06:00.000Z  161
1981-09-18T09:06:00.000Z 1981-09-18T15:57:00.000Z  162
1981-09-18T15:57:00.000Z 1981-09-18T22:48:00.000Z  163
1981-09-18T22:48:00.000Z 1981-09-19T05:39:00.000Z  164
1981-09-19T05:39:00.000Z 1981-09-19T12:30:00.000Z  165
1981-09-19T12:30:00.000Z 1981-09-19T19:20:00.000Z  166
1981-09-19T19:20:00.000Z 1981-09-20T02:11:00.000Z  167
1981-09-20T02:11:00.000Z 1981-09-20T09:02:00.000Z  168
1981-09-20T09:02:00.000Z 1981-09-20T15:53:00.000Z  169
1981-09-20T15:53:00.000Z 1981-09-20T22:44:00.000Z  170
1981-09-20T22:44:00.000Z 1981-09-21T05:35:00.000Z  171
1981-09-21T05:35:00.000Z 1981-09-21T12:26:00.000Z  172
1981-09-21T12:26:00.000Z 1981-09-21T19:17:00.000Z  173
1981-09-21T19:17:00.000Z 1981-09-22T02:07:00.000Z  174
1981-09-22T02:07:00.000Z 1981-09-22T08:58:00.000Z  175
1981-09-22T08:58:00.000Z 1981-09-22T15:49:00.000Z  176
1981-09-22T15:49:00.000Z 1981-09-22T22:40:00.000Z  177
1981-09-22T22:40:00.000Z 1981-09-23T05:31:00.000Z  178
1981-09-23T05:31:00.000Z 1981-09-23T12:22:00.000Z  179
1981-09-23T12:22:00.000Z 1981-09-23T19:13:00.000Z  180
1981-09-23T19:13:00.000Z 1981-09-24T02:04:00.000Z  181
1981-09-24T02:04:00.000Z 1981-09-24T08:54:00.000Z  182
1981-09-24T08:54:00.000Z 1981-09-24T15:45:00.000Z  183
1981-09-24T15:45:00.000Z 1981-09-24T22:36:00.000Z  184
1981-09-24T22:36:00.000Z 1981-09-25T05:27:00.000Z  185
1981-09-25T05:27:00.000Z 1981-09-25T12:18:00.000Z  186
1981-09-25T12:18:00.000Z 1981-09-25T19:09:00.000Z  187
1981-09-25T19:09:00.000Z 1981-09-26T02:00:00.000Z  188
1981-09-26T02:00:00.000Z 1981-09-26T08:51:00.000Z  189
1981-09-26T08:51:00.000Z 1981-09-26T15:41:00.000Z  190
1981-09-26T15:41:00.000Z 1981-09-26T22:32:00.000Z  191
1981-09-26T22:32:00.000Z 1981-09-27T05:23:00.000Z  192
1981-09-27T05:23:00.000Z 1981-09-27T12:14:00.000Z  193
1981-09-27T12:14:00.000Z 1981-09-27T19:05:00.000Z  194
1981-09-27T19:05:00.000Z 1981-09-28T01:56:00.000Z  195
1981-09-28T01:56:00.000Z 1981-09-28T08:47:00.000Z  196
1981-09-28T08:47:00.000Z 1981-09-28T15:37:00.000Z  197
1981-09-28T15:37:00.000Z 1981-09-28T22:28:00.000Z  198
1981-09-28T22:28:00.000Z 1981-09-29T05:19:00.000Z  199
1981-09-29T05:19:00.000Z 1981-09-29T12:10:00.000Z  200
1981-09-29T12:10:00.000Z 1981-09-29T19:01:00.000Z  201
1981-09-29T19:01:00.000Z 1981-09-30T01:52:00.000Z  202
1981-09-30T01:52:00.000Z 1981-09-30T08:43:00.000Z  203
1981-09-30T08:43:00.000Z 1981-09-30T15:34:00.000Z  204
1981-09-30T15:34:00.000Z 1981-09-30T22:24:00.000Z  205
1981-09-30T22:24:00.000Z 1981-10-01T05:15:00.000Z  206
1981-10-01T05:15:00.000Z 1981-10-01T12:06:00.000Z  207
1981-10-01T12:06:00.000Z 1981-10-01T18:57:00.000Z  208
1981-10-01T18:57:00.000Z 1981-10-02T01:48:00.000Z  209
1981-10-02T01:48:00.000Z 1981-10-02T08:39:00.000Z  210
1981-10-02T08:39:00.000Z 1981-10-02T15:30:00.000Z  211
1981-10-02T15:30:00.000Z 1981-10-02T22:21:00.000Z  212
1981-10-02T22:21:00.000Z 1981-10-03T05:11:00.000Z  213
